Wind_Farm,,Common_name,Name,Number,EPBC_Status,FFG_Status,Bioregional_conservation_status,Type,Report_Table_Num,Potential_Impact,Potential_Impact_Significance,Notes
Southern Winds,,Javelin pipefish,Lissocatnpus runa,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Sawtooth pipefish,Maroubra persemata,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Tuckers pipefish,Mitofrchys tuckeri,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Red pipefish,Notiocampus ruber,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Leafy seadragon,Phycodurus eques,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Common seadragon,Phylloptetyx taeniolatus,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Pugnose pipefish,Pugnaso curtirosfris,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Robust pipehorse,Solegnathus robustus,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Spiny pipehorse,Solegnathus spinosissimus,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Spotted pipefish,Stigmatopora argus,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Wide-bodied pipefish,Stigmatopora nigra,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Ringback pipefish,Stipecampus cristatus,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Hairy pipefish,Urocampus carinirostris,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Mother of pearl pipefish,Vanacampus margaritifer,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Port Phillip pipefish,Vanacampus phillipi,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Longsnout pipefish,Vanacampus peocilolaemus,,Marine,,,Marine Fauna,10,,,
Southern Winds,,Ghost shrimp species,Eucalliax tooradin,,,e,,Marine Fauna,10,,,
Southern Winds,,Ghost shrimp species,Michelea microphylla,,,v,,Marine Fauna,10,,,
Southern Winds,,Brittle star species,Amphiura triscacantha,,,cr,,Marine Fauna,10,,,
Southern Winds,,Sea-cucumber species,Apsolidium densum,,,e,,Marine Fauna,10,,,
Southern Winds,,Sea-cucumber species,Apsolidium handrecki,,,e,,Marine Fauna,10,,,
Southern Winds,,Brittle star species,Ophiocomina australis,,,cr,,Marine Fauna,10,,,
Southern Winds,,Sea-cucumber species,Pentocnus bursatus,,,cr,,Marine Fauna,10,,,
Southern Winds,,Sea-cucumber species,Thyone nigra,,,e,,Marine Fauna,10,,,
Southern Winds,,Sea-cucumber species,Trochodota shepherdi,,,cr,,Marine Fauna,10,,,
Southern Winds,,Stalked hydroid species,Ralpharia coccinea,,,cr,,Marine Fauna,10,,,
Southern Winds,,Chiton species,Bassethullia glypta,,,cr,,Marine Fauna,10,,,
Southern Winds,,Marine opisthobranch species,Platydoris galbana,,,e,,Marine Fauna,10,,,
Southern Winds,,Marine opisthobranch s pecies,Rhodope rousei,,,cr,,Marine Fauna,10,,,
Southern Winds,,Pin-tailed Snipe,Gallinago stenura,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Swinhoe's Snipe,Gallinago megala,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Broad-billed Sandpiper,Limicola falcinellus,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Latham's Snipe,Gallinago hardwickii,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Glossy Ibis,Plegadis falcinellus,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Eastem Osprey,Pandion cristatus,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Fork-tailed Swift,Apus pacificus,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Osprey,Pandion haliaetus,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Wilson's Storm-Petrel,Oceanites oceanicus,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Sooty Shearwater,Ardenna grisea,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Short-tailed Shearwater,Ardenna tenuirostris,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Flesh-footed Shearwater,Ardenna cameipes,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Grey Petrel,Procellaria cinerea,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Common Tem,Sterna hirundo,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Arctic Jaeger,Stercorarius parasiticus,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,Bulwer's Petrel,Bulweria bulwerii,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Southern Winds,,"Coastal Moonah
(Melaleaula lanceolata
subsp. lanceolata)
Woodland Community",,,,Threatened,,TECs,12,,,
Southern Winds,,"Western (Basalt) Plains, Grasslands Community",,,,Threatened,,TECs,12,,,
Southern Winds,,White-chinned Petrel,Procellaria aequinoctiahs,,,,,Migratory EPBC Act species that are predicted to occur within the search area,11,,,
Seadragon,,EVC 01 - Coastal Dune Scrub/Coastal Dune Grassland Mosaic,,1639 ha,,,Depleted,Modeled EVC,2,,,
Seadragon,,EVC 02- Coast Banksia Woodland,,397 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVC 03-Damp Sands Herb-rich Woodland,,6933 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVC 06 - Sand Heathland,,5708 ha,,,Rare,Modeled EVC,2,,,
Seadragon,,EVC 07- Clay Heathland,,203 ha,,,Depleted,Modeled EVC,2,,,
Seadragon,,EVC 09- Coastal Saltmarsh,,213 ha,,,Least Concern,Modeled EVC,2,,,
Seadragon,,EVC 10 - Estuarine Wetland,,1672 ha,,,Least Concern,Modeled EVC,2,,,
Seadragon,,EVC 16- Lowland Forest,,10803 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVO 18 Riparian Forest,,309 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVC 29 - Damp Forest,,226 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 48- Heathy Woodland,,18247 ha,,,Least Concern,Modeled EVC,2,,,
Seadragon,,EVC 53 - Swamp Scrub,,7140 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 55 - Plains Grassy Woodland,,684 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 56 - Floodplain Riparian Woodland,,1689 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 83 - Swampy Riparian Woodland,,84 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 125 - Plains Grassy Wetland,,14 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 132 - Plains Grassland,,237 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 136- Sedge Wetland,,761 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVC 151 - Plains Grassy Forest,,29 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVC 191 Riparian Scrub,,3813 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVC 259 - Plains Grassy Woodland/Gilgai Wetland Mosaic,,35 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 334- Billabong Wetland Aggregate,,18 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,EVC 681 - Deep Freshwater Marsh,,1721 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVC 698- Lowland Forest/Heathy Woodland Mosaic,,445 ha,,,Vulnerable,Modeled EVC,2,,,
Seadragon,,EVC 863-Floodplain Reedbed,,49 ha,,,Endangered,Modeled EVC,2,,,
Seadragon,,Wandering Albatross,Diomedea exulans,,"VU, Migratory",cr,,Threatened seabird species ,4,Medium,,
Seadragon,,Southern Royal Albatross,Diomedea epomophora,,"VU, Migratory",cr,,Threatened seabird species ,4,Medium,,
Seadragon,,Black-browed Albatross,Thalassarche melanophris,,"VU, Migratory",,,Threatened seabird species ,4,High,,
Seadragon,,Indian Yellow-nosed Albatross,Thalassarche carteri,,"VU, Migratory",en,,Threatened seabird species ,4,Medium,,
Seadragon,,Northern Royal Albatross,Diomedea sanfordi,,EN,,,Threatened seabird species ,A2.1,Low,,
Seadragon,,New Zealand Wandering Albatross,Diomedea antipodensis,,VU,,,Threatened seabird species ,A2.1,Low,SHOULD BE Diomedea exulans? But this is wandering albatross?,
Seadragon,,Chatham Albatross,Thalassarche eremita,,EN,,,Threatened seabird species ,A2.1,Low,,
Seadragon,,Salvin's Albatross,Thalassarche salvini,,VU,,,Threatened seabird species ,A2.1,Low,,
Seadragon,,Grey-headed Albatross,Thalassarche chrysostoma,,"EN, Migratory",en,,Threatened seabird species ,4,Medium,,
Seadragon,,White-capped Albatross,Thalassarche steadi,,VU,,,Threatened seabird species ,A2.1,Low,,
Seadragon,,Campbell Albatross,Thalassarche impavida,,VU,,,Threatened seabird species ,A2.1,Low,,
Seadragon,,Shy Albatross,Thalassarche cauta,,"VU, Migratory",en,,Threatened seabird species ,4,High,,
Seadragon,,Buller's Albatross,Thalassarche bulleri,,"VU, Migratory",en,,Threatened seabird species ,4,Medium,,
Seadragon,,Sooty Albatross,Phoebetriafusco pterodroma,,"VU, Migratory",cr,,Threatened seabird species ,4,Medium,,
Seadragon,,Northern Buller's Albatross,Thalassarche bulleri platei,,VU,,,Threatened seabird species ,A2.1,Low,,
Seadragon,,Gould's Petrel,Leucoptera leucoptera,,EN,,,Threatened seabird species ,4,Medium,,
Seadragon,,Blue Petrel,Halobaena caerulea,,VU,,,Threatened seabird species ,4,Medium,,
Seadragon,,Fairy Prion (southern),Pachyptila turtur subantarctica,,VU,,,Threatened seabird species ,4,Medium,,
Seadragon,,Storm-Petrel (Australasian),Fregetta grallaria grallaria,,VU,,,Threatened seabird species ,A2.1,Low,,
Seadragon,,Gibson's Albatross,Diomedea antipodensis gibsoni,,VU,,,Threatened seabird species ,A2.1,Low,,
Seadragon,,Southern Giant-Petrel,Macronectes giganteus,,"EN, Migratory",en,,Threatened seabird species ,4,Medium,,
Seadragon,,Northern Giant-Petrel,Macronectes halli,,"VU, Migratory",en,,Threatened seabird species ,4,High,,
Seadragon,,Light-mantled Sooty Albatross,Phoebetria palpebrata,,Migratory,cr,,Threatened seabird species ,4,Medium,,
Seadragon,,Australian Painted-snipe,Rostratula australis,,EN,cr,,Threatened shorebird species,5,High,,
Seadragon,,Australasian Bittern,Botaurus poiciloptilus,,EN,cr,,Threatened shorebird species,5,High,,
Seadragon,,Grey Falcon,Falco hypoleucos,,VU,vu,,Threatened shorebird species,A2.1,Low,,
Seadragon,,Bar-tailed Godwit (baueri),Limosa lapponica baueri,,VU,,,Threatened shorebird species,5,High,,
Seadragon,,Australian Fairy Tern,Sternula nereis nereis,,VU,,,Threatened shorebird species,5,,,
Seadragon,,Fairy Tern,Sternula nereis,,VU,cr,,Threatened shorebird species,5,High,,
Seadragon,,Hooded Plover,Thinornis cucullatus,,VU,vu,,Threatened shorebird species,5,High,,
Seadragon,,Greater Sand Plover,Charadrius leschenaultii,,"VU, Migratory",v,,Threatened shorebird species,5,High,,
Seadragon,,Eastern Curlew,Numenius madagascariensis,,"CR, Migratory",cr,,Threatened shorebird species,5,High,,
Seadragon,,Bar-tailed Godwit,Limosa lapponica,,"VU, Migratory",vu,,Threatened shorebird species,5,High,,
Seadragon,,Curlew Sandpiper,Calidris ferruginea,,"CR, Migratory",cr,,Threatened shorebird species,5,High,,
Seadragon,,Red Knot,Calidris canutus,,"EN, Migratory",en,,Threatened shorebird species,5,High,,
Seadragon,,Great Knot,Colidris tenuirostris,,"CR, Migratory",cr,,Threatened shorebird species,5,High,,
Seadragon,,Caspian Tern,Hydroprogne caspia,,Migratory,vu,,Threatened shorebird species,5,High,,
Seadragon,,Little Tern,Sternula albifrons,,Migratory,cr,,Threatened shorebird species,5,High,,
Seadragon,,Ruddy Turnstone,Arenaria interpres,,Migratory,en,,Threatened shorebird species,5,Medium,,
Seadragon,,Grey Plover,Pluvialis squatarola,,Migratory,vu,,Threatened shorebird species,5,Medium,,
Seadragon,,Pacific Golden Plover,Pluvialis fulva,,Migratory,vu,,Threatened shorebird species,5,High,,
Seadragon,,Common Sandpiper,Actitis hypoleucos,,Migratory,vu,,Threatened shorebird species,5,Medium,,
Seadragon,,Common Greenshank,Tringa nebularia,,Migratory,en,,Threatened shorebird species,5,High,,
Seadragon,,Marsh Sandpiper,Tringa stagnatilis,,Migratory,en,,Threatened shorebird species,5,High,,
Seadragon,,Lewin's Rail,Lewinia pectoralis,,,vu,,Threatened shorebird species,5,High,,
Seadragon,,Little Egret,Egretta garzetta,,,en,,Threatened shorebird species,5,High,,
Seadragon,,Plumed Egret,Ardea intermedia plumifera,,,cr,,Threatened terrestrial species,6,Medium,,
Seadragon,,Eastern Great Egret,Ardea alba modesta,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,Australian Little Bittern,Ixobrychus dubius,,,en,,Threatened terrestrial species,6,Medium,,
Seadragon,,Magpie Goose,Anseranas semipalmata,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,Australasian Shoveler,Spatula rhynchotis,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,Freckled Duck,Stictonetta naevosa,,,en,,Threatened terrestrial species,6,High,,
Seadragon,,Hardhead,Aythya australis,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,Blue-billed Duck,Oxyura australis,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,Musk Duck,Biziura lobata,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,Orange-bellied Parrot,Neophema chrysogaster,,CR,cr,,Threatened terrestrial species,6,Medium,,
Seadragon,,Swift Parrot,Lathamus discolor,,CR,cr,,Threatened terrestrial species,6,High,,
Seadragon,,White-throated Needletail,Hirundapus caudacutus,,"VU, Migratory",vu,,Threatened terrestrial species,6,High,,
Seadragon,,Painted Honeyeater,Grantiella picta,,VU,vu,,Threatened terrestrial species,6,Medium,,
Seadragon,,Regent Honeyeater,Anthochaera phrygia,,CR,cr,,Threatened terrestrial species,A2.1,Low,,
Seadragon,,Spot-tailed Quoll,Dasyurus maculatus maculatus (SE mainland population),,EN,en,,Threatened terrestrial species,A2.1,Low,,
Seadragon,,Swamp Antechinus,Antechinus minimus maritimus,,VU,vu,,Threatened terrestrial species,A2.1,Low,,
Seadragon,,Grey Goshawk,Accipiter novaehollandiae,,,en,,Threatened terrestrial species,6,Medium,,
Seadragon,,Little Eagle,Hieraaetus morphnoides,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,White-bellied Sea-Eagle,Haliaeetus leucogaster,,,en,,Threatened terrestrial species,6,High,,
Seadragon,,Square-tailed Kite,Lophoictinia isura,,,vu,,Threatened terrestrial species,6,Medium,,
Seadragon,,Black Falcon,Falco subniger,,,cr,,Threatened terrestrial species,A2.1,Low,,
Seadragon,,Powerful Owl,Ninox strenua,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,Masked Owl,Tyto novaehollandiae,,,cr,,Threatened terrestrial species,6,Medium,,
Seadragon,,Hooded Robin,Melanodryas cucullata,,,vu,,Threatened terrestrial species,6,Medium,,
Seadragon,,Chestnut-rumped Heathwren,Calamanthus pyrrhopygius,,,vu,,Threatened terrestrial species,6,High,,
Seadragon,,Speckled Warbler,Pyrrholaemus sagittatus,,,en,,Threatened terrestrial species,6,Medium,,
Seadragon,,Diamond Firetail,Stagonopleura guttata,,,vu,,Threatened terrestrial species,6,Medium,,
Seadragon,,Brush-tailed Phascogale,Phascogale tapoatafa,,,vu,,Threatened terrestrial species,A2.1,Low,,
Seadragon,,Australian Grayling,Prototroctes maraena,,VU,en,,Threatened fish species,7,High,,
Seadragon,,Dwarf Galaxias,Galaxiella pusilla,,VU,en,,Threatened fish species,7,High,,
Seadragon,,Flinders Pygmy Perch,Nannoperca sp. 1,,,vu,,Threatened fish species,7,High,,
Seadragon,,Southern Bluefin Tuna,Thunnus maccoyii,,CD,cd,,Threatened fish species,7,Medium,,
Seadragon,,Blue warehou,Seriolella brama,,CD,cd,,Threatened fish species,7,Medium,,
Seadragon,,Southern Greater Glider,Petauroides volans,,VU,vu,,Threatened terrestrial and aquatic species,8,Medium,,
Seadragon,,Long-nosed Potoroo,Potorous tridactylus trisulcatus,,VU,vu,,Threatened terrestrial and aquatic species,A1.1,Low,,
Seadragon,,Long-footed Potoroo,Potorous longipes,,EN,en,,Threatened terrestrial and aquatic species,A1.1,Low,,
Seadragon,,Broad-toothed Rat,Mastacomys fuscus mordicus,,VU,vu,,Threatened terrestrial and aquatic species,A2.1,Low,,
Seadragon,,New Holland Mouse,Pseudomys novaehollandiae,,VU,en,,Threatened terrestrial and aquatic species,8,High,,
Seadragon,,Southern Brown Bandicoot,Isoodon obesulus obesulus,,EN,en,,Threatened terrestrial and aquatic species,8,Medium,,
Seadragon,,Greyheaded Flying-fox,Pteropus poliocephalus,,VU,vu,,Threatened terrestrial and aquatic species,8,Medium,,
Seadragon,,Green and Golden Bell Frog,Litoria aurea,,VU,,,Threatened terrestrial and aquatic species,8,High,,
Seadragon,,Growling Grass Frog,Litoria raniformis,,VU,vu,,Threatened terrestrial and aquatic species,8,High,,
Seadragon,,Giant Burrowing Frog,Heleioporus australiacus,,VU,cr,,Threatened terrestrial and aquatic species,A2.1,Low,,
Seadragon,,White-footed Dunnart,Sminthopsis leucopus,,,vu,,Threatened terrestrial and aquatic species,8,High,,
Seadragon,,Platypus,Ornithorhynchus anatinus,,,vu,,Threatened terrestrial and aquatic species,8,Medium,,
Seadragon,,Yellow-bellied Sheathtail Bat,Saccolaimus flaviventris,,,vu,,Threatened terrestrial and aquatic species,8,High,,
Seadragon,,Lace Monitor,Varanus varius,,,en,,Threatened terrestrial and aquatic species,8,High,,
Seadragon,,Swamp Skink,Lissolepis coventryi,,,en,,Threatened terrestrial and aquatic species,8,Medium,,
Seadragon,,Glossy Grass Skink,Pseudemoia rawlinsoni,,,en,,Threatened terrestrial and aquatic species,8,Medium,,
Seadragon,,Southern Toadlet,Pseudophryne semimarmorata,,,en,,Threatened terrestrial and aquatic species,8,High,,
Seadragon,,Martin's Toadlet,Uperoleia martini,,,cr,,Threatened terrestrial and aquatic species,8,High,,
Seadragon,,Southern elephant seal,Mirounga leonina,,VU,,,Threatened marine mammal species,A2.1,Medium,,
Seadragon,,Southern right whale,Eubalaena australis,,EN,en,,Threatened marine mammal species,A2.1,High,,
Seadragon,,Blue Whale,Balaenoptera musculus,,EN,en,,Threatened marine mammal species,A2.1,Low,,
Seadragon,,Fin Whale,Balaenoptera physalus,,VU,,,Threatened marine mammal species,A2.1,Low,,
Seadragon,,Sei Whale,Balaenoptera borealis,,VU,,,Threatened marine mammal species,A2.1,Low,,
Seadragon,,Southern Humpback Whale,Megaptera novaeangliae australis,,VU,cr,,Threatened marine mammal species,A2.1,High,,
Seadragon,,Long-nosed Fur Seal,Arctocephalus forsteri,,,vu,,Threatened marine mammal species,A2.1,High,,
Seadragon,,Burrunan dolphin,Tursiops australis,,,cr,,Threatened marine mammal species,A2.1,High,,
Seadragon,,Subantarctic fur seal,Arctocephalus tropicalis,,EN,,,Threatened marine mammal species,A2.1,Medium,,
Seadragon,,Green Turtle,Chelonia mydas,,VU,,,Threatened turtle species,A2.1,Low,,
Seadragon,,Leatherback Turtle,Dermochelys coriacea,,EN,cr,,Threatened turtle species,A2.1,Medium,,
Seadragon,,Loggerhead turtle,Caretta caretta,,EN,,,Threatened turtle species,A2.1,Low,,
Seadragon,,Great White Shark,Carcharodon carcharias,,VU,en,,Threatened sharks species,A2.1,High,,
Seadragon,,Whale shark,Rhincodon typus,,VU,,,Threatened sharks species,A2.1,Low,,
Seadragon,,School shark,Galeorhinus galeus,,CD,,,Threatened sharks species,A2.1,High,,
Seadragon,,Gippsland Red Gum (Eucalyptus teretjcornis subsp. mediana) Grassy Woodland and Associated Native Grassland,,,,,Critically Endangered,TECs,9,,,
Seadragon,,Natural Damp Grassland of the Victorian Coastal Plains,,,,,Critically Endangered,TECs,9,,,
Seadragon,,Seasonal Herbaceous Wetlands (Freshwater) of the Temperate Lowland Plains,,,,,Critically Endangered,TECs,9,,,
Seadragon,,Subtropical and Temperate Coastal Saltmarsh,,,,,Vulnerable,TECs,9,,,
Seadragon,,Central Gippsland Plains Grassland Community,,,,,Threatened,TECs,9,,,
Seadragon,,Coastal Moonah (Melaleuca lanceolata subsp. lanceolata) Woodland Community,,,,,Threatened,TECs,9,,,
Seadragon,,Forest Red Gum Grassy Woodland Community,,,,,Threatened,TECs,9,,,
Seadragon,,Herb-rich Plains Grassy Wetland (West Gippsland) Community,,,,,Threatened,TECs,9,,,
Seadragon,,Plains Grassland (South Gippsland) Community,,,,,Threatened,TECs,9,,,
Seadragon,,Sedge Rich Eucalyptus camphora Swamp Community,,,,,Threatened,TECs,9,,,
Seadragon,,River Swamp Wallaby-grass,Amphibromus fluitans,,VU,,,Threatened flora species,A1.1,High,,
Seadragon,,Thick-lip Spider-orchid,Caladenia tessellata,,VU,,,Threatened flora species,A1.1,High,,
Seadragon,,Dwarf Kerrawang,Commersonia prostrata,,EN,en,,Threatened flora species,A1.1,High,,
Seadragon,,Matted Flax-lily,Dianella amoena,,EN,cr,,Threatened flora species,A1.1,Medium,,
Seadragon,,Trailing Hop-bush,Dodonaea procumbens,,VU,,,Threatened flora species,A1.1,High,,
Seadragon,,Strzelecki Gum,Eucalyptus strzeleckii,,VU,cr,,Threatened flora species,A1.1,High,,
Seadragon,,Clover Glycine,Glycine Iatrobeana,,VU,vu,,Threatened flora species,A1.1,Low,,
Seadragon,,Basalt Pepper-cress,Lepidium hyssopifolium,,EN,,,Threatened flora species,A1.1,Low,,
Seadragon,,Maroon Leek-orchid,Prasophyllum frenchii,,EN,en,,Threatened flora species,A1.1,High,,
Seadragon,,Dense Leek-orchid,Prasophyllum spicatum,,VU,cr,,Threatened flora species,A1.1,Medium,,
Seadragon,,Wellington Mint-bush,Prostanthera galbraithiae,,VU,en,,Threatened flora species,A1.1,High,,
Seadragon,,Green-striped Greenhood,Pterostylis chlorogramma,,VU,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Swamp Fireweed,Senecio psilocarpus,,VU,,,Threatened flora species,A1.1,Medium,,
Seadragon,,Metallic Sun-orchid,Thelymitra epipactoides,,EN,en,,Threatened flora species,A1.1,High,,
Seadragon,,Swamp Everlasting,Xerochrysum palustre,,VU,cr,,Threatened flora species,A1.1,Medium,,
Seadragon,,Sticky wattle,Acacia howittii,,,vu,,Threatened flora species,A1.1,Low,,
Seadragon,,Stunted sheoak,Allocasuarina nana,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Sea Water-mat,Althenia marina,,,cr,,Threatened flora species,A1.1,Medium,,
Seadragon,,Wavy Swamp Wallaby-grass,Amphibromus sinuatus,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Small-leaf Star-hair,Astrotricha parvifolia subsp. 1,,,cr,,Threatened flora species,A1.1,High,,
Seadragon,,Veined Spear-grass,Austrostipa rudis subsp. australis,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Velvet apple-berry,Billardiera scandens s.s.,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Variable bossiaea,Bossiaea heterophylla,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Elegant daisy,Brachyscome salkiniae,,,vu,,Threatened flora species,A1.1,Medium,,
Seadragon,,Orange-tipped finger-orchid,Caladenia aurantiaca,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Slender Pink-fingers,Caladenia vulgaris,,,vu,,Threatened flora species,A1.1,Medium,,
Seadragon,,Naked Beard-orchid,Calochilus imberbis,,,cr,,Threatened flora species,A1.1,Medium,,
Seadragon,,Pale Swamp Everlasting,Coronidium gunnianum,,,cr,,Threatened flora species,A1.1,High,,
Seadragon,,Spurred Helmet-orchid,Corybas aconitiflorus,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Fringed Helmet-orchid,Corybas fimbriatus,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Eastern Water-ribbons,Cycnogeton microtuberosum,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Bear's-ear,Cymbonotus lawsonjanus,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Japanese lady-fern,Deparia petersenil subsp.congrua,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Purple Diuris,Diuris punctata var. punctata,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Common pipewort,Eriocaulon scariosum,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Gippsland Lakes Peppermint,Eucalyptus arenicola,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Coast Grey-box,Eucalyptus bosistoana,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Green Scentbark,Eucalyptus fulgens,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Promontory peppermint,Eucalyptus willisii s.s.,,,vu,,Threatened flora species,A1.1,Negligible,,
Seadragon,,Yarra gum,Eucalyptus yarraensis,,,cr,,Threatened flora species,A1.1,High,,
Seadragon,,Veiled Fringe-sedge,Fimbristylis velata,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Nerveless Pocket-moss,Fissidens dealbatus,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Golden Grevillea,Grevillea chrysophaea,,,vu,,Threatened flora species,A1.1,High,,
Seadragon,,SaIt Blown-grass,Lachnagrostis robusta,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Rough Blown-grass,Lachnagrostis rudis subsp. Rudis,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Purple Blown-grass,Lachnagrostis semibarbota var. filifolia,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Sa It Lawren cia,Lawrencia spicata,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Lanky Buttons,Leptorhynchos elongatus,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Giant Honey-myrtle,Melaleuca armillaris subsp. ormilloris,,,en,,Threatened flora species,A1.1,Negligible,,
Seadragon,,Coast Mistletoe,Muellerina celastroides,,,cr,,Threatened flora species,A1.1,Medium,,
Seadragon,,Dune Wood-sorrel,Oxalis rubens,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Heath Platysace,Platysace ericoides,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Coast Fescue,Poa billardierei,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Golden Pomaderris,Pomaderris aurea,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Striped Pomaderris,Pomaderris pilifera subsp. Pilifera,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Oval-leaf Pseudanthus,Pseudanthus ovalifolius,,,vu,,Threatened flora species,A1.1,Low,,
Seadragon,,Fisch's Greenhood,Pterostylis fischii,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Cobra Green hood,Pterostylis grandiflora,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Prawn Greenhood,Pterosrylis pedogloss a,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Sharp Greenhood,Pterostylis X ingens,,,vu,,Threatened flora species,A1.1,Medium,,
Seadragon,,Mentone Greenhood,Pterostylis X toveyana,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Lacey River Buttercup,Ranunculus amplus,,,cr,,Threatened flora species,A1.1,Medium,,
